,Unnamed: 0.1,Unnamed: 0,text,sentiment_label,label
95,1680,1680,"Chris Bohjalian is a gifted stylist, and it pains me to give this book such a low mark.  It's hard to say much without giving away the plot, but I found the plot contrived and manipulative -- too clever for its own good.  The book started strong, but as the main character became more disassociated with reality, I became more disassociated with the book.  I finished it, but it was a struggle",1,1
243,1679,1679,"While it may have been well written, this book is disturbing and disgusting to put it mildly. If you or anyone you know are pregnant, or contemplating or trying to have children, do not read this book! This is one book I can honestly say in retrospect, I would rather have failed the test on than ever have read",1,1
361,836,836,"From what I gather, Edward Abbey has somewhat of a cult following.  I had never read anything by the guy, never even heard of him before I got this book.  I just thought I should point that out before going on.  This book kept me reading, no doubt about that.  It has it's downsides, but overall, I'd reccomend it.  Not ""Hey, you gotta read this right now,"" but it's good if you're looking for something a little different.  This book kind of made me think.  I'm not the kind of guy who is always reading into a book trying to analyze every aspect of it.  But I couldn't help it with this story.  I thought a lot of it was psychological, dealing with the main character, his thoughts, attitudes, and what made him tick.  This is a fairly long book, but the actual story of the guy going back to his hometown is short.  The plot alternates every chapter-- one about where he presently is, and then a memory, then where he is, then another memory, and so on.  Although it was an interesting way to write the book, I thought some of the memory sequences dragged a bit.  But don't get me wrong, overall I did enjoy them.  If you're looking for something that might be able to fuel a couple of thoughts about life, this is a good bookt to pick up",0,1
87,246,246,"Always looking for new books on this subject as they are few and far between. This book is written by a cop who knows the business. Really like the way its written, funny at times as well as informatove, good read actually enjoyed what can be dry material. Highly recommended",0,1
278,190,190,"This truly excellent collection of Singer's stories (all originally composed in the Yiddish language) are as colorful as the people about whom the stories were written. Here are tales of weddings, of jokesters, of happy occasions of all variety, of feuding farmwives, and of unrepentant fools. After reading through a handful of Singer's works, a person gets the feeling of how it must have been to live as a Jew in eastern Europe a hundred years ago. This was a culture rich in its traditions and lore, a people who loved life and kept their identity through good times and bad. Singer, himself born and raised in the region so many of his short stories describe, was one of very few authors I would unhesitantly dub ""a human treasure""",0,1
734,925,925,"Yay--this book was fun and extremely informative.  At first, the idea of coloring at my age was a bit funny (to keep it humorous for me, I conjured up in my mind a tall, overgrown middle-aged male graduate student squeezed in a chair, hunched back looking over a desk and coloring with his set of 64 crayons).  Anyway, I digress.  As a doctoral graduate student taking a Neuroscience course--this book really helped me nail down structures of *way* too many things.  But ultimately, it helped me make the grade.  If you get the book, make sure to color in it--it really does help (not to mention a great way to relieve some stress from the day).  Otherwise, what's the use of buying a book like this--it becomes an ordinary textbook if you don't color in it.",0,1
191,897,897,"This book introduces us to the colorful world of a bygone era, that of border radio.  Brilliant technicians constructed gargantuan transmitters along the border towns of Texas/Mexico and beamed their signal into all of North America - one angry resident complained that was ALL he could get on his radio.  These stations were distinguished by their call signs that began with an 'X'. This spawned an industry of singers, politicians, preachers and pitchman the type we now see on ""infomercials"".  Mail was the barometer of the day - the more mail you ""pulled"" in from listeners the more clout you carried with stations - ""keep those cards and letters coming!""  New Federal regulations put an end to this wild world but not until the airwaves crackled with everyone from Wolfman Jack to the Rev. Ike - ""get out of the ghetto and get into the get-mo!""  This is a marvelously written treasure trove that will be welcomed by anyone interested in radio, salesmanship, and American sub-cultures and the bizarre",0,1
195,1851,1851,"A useful book that provides a good summary comparing differing Accounting Standards and approaches between countries.  However, it is not worth the price.  It is supposedly written for later year undergraduate and masters accounting students.  It is more suitable for general second year accounting students.  Plus, as I am working with a multinational European bank in Japan, the book is, rapidly becoming, out of date.  There is none of the simply but incisive commentary which can be found in other books about the differences and outcomes of general accounting principals drawn from different countries",1,1
98,314,314,"As a student studying mathematics, I find it very useul! Packed with 3200 terms and 200 illustrations, It's a great quick reference guide. I found things in this guide that I couldn't find in any other book or guide. Another thing about this reference guide is the lack of poor illustrations and examples. Some things this guide helped me with is PARABOLAS, ELLIPSES, HYPERBOLAS, GAMMA FUNTION, ZETA FUNCTION, FEIGENBAUM NUMBER, THE GREEK ALPHABET, and much more. I thank David Nelson and Penguin Books for such excellent work",0,1
251,995,995,"As a boy, I was fascinated by looking at all of the drawings and descriptions in this diary.  It gave me a great appreciation for life in the US in the early 1800s, and the fortitude and ingenuity of our forefathers.  I have found that the magic still holds, as I read it to each of my sons when they were about 8.  They still love the basic how-to descriptions which bring frontier construction to life",0,1
179,262,262,"DeYoung begins by relating how Bush pushed Powell out at the end of his 1st term, without the courtesy of even personally discussing it with him; making matters worse was the  fact that Bush didn't even know why Powell was at the White House when it came time to say ""Good Bye.""  Colin Powell came from Jamaican parents (often called ""Jewmaicans"" by American Negroes because of the emphasis they placed on hard work and education), and during his early life in the NYC area suffered little, if any, racial prejudice.  Later on, unfortunately, the insults were quite aggravating, but Powell was determined to not let them inhibit his performance.  Powell was an indifferent student in high school and at CCNY (majored in geology); however, ROTC piqued his sophomore-year interest and he soon became a standout.  Powell went on to be selected outstanding cadet, and top graduate (or very close) in every military training setting he undertook, as well as a top MBA student at George Washington University.  He also was top-ranked by superiors in almost every military assignment, leading to his being offered a White House fellowship, which in turn provided Powell with travel to Russia and China and brought him in contact with a number of influential people who were impressed enough to forward Powell onto Chairman of the Joint Chiefs, National Security Advisor, and Secretary of State.  One of Powell's ""secrets of success"" was to enthusiastically implement all orders, even those he considered silly - Powell himself believed that doing otherwise grounded the careers of many talented others.  Unfortunately, Powell eventually crossed paths with Dick Cheney (a bit of a problem during Gulf War I; a serious problem when Cheney became V.P.).  Between Cheney's far-right bias (""out on the looney fringe"" - per Powell) and Bush II's ""disturbingly disjointed"" decision-making - per Treasury Secretary O'Neill), Powell's contributions as Secretary of State were severely limited and constantly undermined and countermanded - often with Don Rumsfeld's help.  In addition, he was often left out of important decisions, especially when out of the country.  Ultimately, Powell's credibility suffered from the inaccurate information provided in his U.N. speech attesting to Saddam's WMD.  The big question, still debated, is ""Why didn't he resign?""  His supporters believe the reason is that Powell's nature simply didn't allow anything less than 100% support.  Bottom Line:  If Cheney had not been such an ideologue (telling Bush there were no candidates good enough to run as his V.P. - ignoring Powell, and then sliding into the position himself), Powell would be V.P. today, possibly President in 2008.  Similarly, if Bush #41 had not been so stubborn and instead replaced Quayle with Powell in '92, Powell might well have become first V.P., and then President",0,1
758,685,685,"My son loves to read, and he adores this book.  I personally love Trapani's books--while they are not always grammatically correct (the only reason why I don't give it a 5 star rating), they are beautifully  illustrated and bring to life some of the most well-known nursery rhymes.   It will bring a smile to your child's face",0,1
458,1057,1057,"When I found ""Hour Game"" in paperback at our local library's monthly book sale, I thought I had hit pay dirt.  But I cannot believe that this author who wrote such gripping gems such as ""The Winner"" and ""Absolute Power"" could turn out such a dog.  Long, boring, and confusing.  I fear that Mr. Baldacci hired an ""aspiring young writer"" to ""help"" him crank out a quick book. I cannot pass this book along to my friends -- I couldn't do that to them.  It will be tossed into our blue recycle bin.  What a waste.  What a shame.",1,1
9,428,428,"I read everything and anything King, he is my favorite author. This short story is interesting but predictible",0,1
810,1997,1997,"This book is a place to start at best.  The main part of Middle Eastern cook that I find enjoyable is the use of fresh produce and spices. This book calls for dried spices at times.  The dishes don't produce the food that I remember eating growing up with my family. The book is not a total loss, however.  The spinach pies are acceptable.  There are many other books out there that I would recommend first",1,1
369,930,930,"This is a superb book for anyone who wants to learn more about futures and options, especially with specific examples to energry trading.  It is quite easy to read and very understandable for anyone untrained in finance  jargon",0,1
175,1201,1201,"Will somebody please tell me what the appeal is? Yes, I know it's a classic. But it's a really, really boring classic. The prequel to Charlotte Bronte's, Jane Eyre, is the story of Bertha Mason's childhood whose literary conceit is to tell us why Bertha went nuts. It's also a didactic dinosaur relic of the 1960s that traces the source of her madness to the fact that they didn't like little French girls in Jamaica. Racism, sexism, and classism drove Bertha `round the bend. There. I've saved you the trouble of reading it. Now re-read Jane Eyre instead",1,1
1056,1038,1038,"First of all, I did not exactly 'read' this biography. Instead I purchased the CD version which I distilled via my car sound system every morning on my way to work (I have enjoyed countless biographies of great american figures this way, and still been able to read many more technology related books).  I had great expectations from this book, having recently enjoyed three biographies of Lincoln. I have to confess that I was sorely disapointed. I found the research of Mr McCullough to lack the kind of details that I have enjoyed in biographies from Walter Isaacson, Richard Carwardine, or Doris Goodwin. I do not seek a beautiful story in a biography, but rather a reliable source of facts that I can use to form my own opinion of a character. In this context, I find Mr McCullough's use of superlatives or long emotionally charged sentences to be a distraction from the subject matter of John Adams and his contribution to America. I also enjoy direct quotes from letters, speaches, autobiographies, as they help me refine my impressions of the context (the period, the relationships to contemporary characters, ...) surounding a promonent figure. Usage of the English language in politics has dramatically evolved since Mr Adams' time, and I missed 'hearing' the voice of John Adams. Instead, this biography felt like reading a translation where the personality of the translator overshadows the personality of the original author. Finally, having read other biographies of the founding fathers, I was disapointed to find so little about the complex relationship between Adams and Franklin.  All in all, my lasting impression is that Mr McCullough did a great job at bringing John Adams and the early American Revolution to the masses through a very appealling product that may however leave readers asking for more historical details and less emotional opinions. Had I known that, I might have passed on this biography and instead explore Mr McCullough's fictional work",1,1
717,1131,1131,"This series may be good for a laugh. Some of the writing is engaging.  But the premise is absurd.  WHY, in this day and age, should anyone accept the world-view of the Bible? A book that tells us to buy and sell slaves, stone our wives to death if they accept some other tribe's beliefs, and subordinate our minds to an absolute despot up in the clouds of Mt. Sinai?  In a sense, Bible believers have been ""left behind"" since the 1700s Enlightenment. Tom Paine's ""The Age of Reason"" showed the God of the Bible to be a cruel, vindictive monster. And what did Thomas Jefferson call the book of Revelations? ""The ravings of a madman.""  Read this series, if you like. Enjoy parts of it. But make no mistake: to take any of this seriously, you have to regress to a prehistoric world-view, before men learned to think, to ask questions; before logic or science -- a time when dazed, superstitious primitives believed stars could fall to the earth, if they didn't grovel humbly enough to their supposed god.  Do the absurdities and contradictions bother no one? When the ""sheep"" are raptured up to heaven, their clothes are left behind. So heaven is a nudist colony?  The basic contradiction, of course, lies in using worldly action (some of it exciting) to proselytize for the unworldly, the supernatural.  But why should we care whether any of the ""good"" guys gets killed? And why should THEY mind -- won't they go straight up to heaven? That's what they WANT, isn't it? Why even lift a finger against the ""bad"" guys -- didn't Christ say, ""Resist not evil""?  Worried about who will win? ""God"" is infinitely powerful. So Jesus (who is 1/3 of God -- or something like that) is sure to win when Armageddon rolls around, in book 12 of the series. And the ""sheep"" -- the believers -- will happily worship him, looking just like the pictures of dim-witted, bovine people you see in the tracts Jehovah's Witnesses leave at your door.  The going price for a used copy of ""Tribulation Force"" is one cent. Does that tell you something?  Actually, the story-telling is worth more. The basic premise is worth less. Perhaps it averages out",1,1
653,1348,1348,"I was expecting new and interesting ideas from this book, but was disappointed.  If you truly have no idea how to find a sales baseline for your business or don't know how to track trends, this book is for you.  If you are like me (you know the basics but were trying to find a more thorough approach), I wouldn't buy the book",1,1
74,1207,1207,"At the young age of 25 Julie Barenson loses her husband. Shortly after he dies, a great dane puppy is delivered to her home with a note from her late husband. This part will give you the chills ... nice touch.  She names him Singer, and despite her frustrations with his size and clumsy mannerisms they grow to love each other.   After a few years of trying to get her life back together after her tragic loss, Julie begins dating 2 men--Richard, a handsome charmer who wines & dines her, brings her lavish gifts and professes his undying love very early in the relationship. The other, Mike, is a simple down to earth country type whose idea of a date is a burger, Doritos & a couple beers at the local watering hole.  So who would you choose? Ouch! I'll stop there with the comment that this could have been such a compelling story.  Instead, we are faced with trite, boring, repetitive dialogue throughout, scatterings of viewpoint shifts and a very predictible plot.  I cannot believe this is the same author who wrote The Notebook, one of my all time favorite novels. I'll have to admit the ending brought on a gush of tears.  In conclusion, Singer not only saved his owner but the book as well.",1,1
183,899,899,"As the name implies, this is about the elements of programming style. The examples are a bit dated (old languages, not C/C++/Java/the-next-great-language). But this isn't a *language* programming book, it is about how to write good programs in any language",0,1
995,915,915,"Jesse, 15 lives in Harlem, New York City.  He is the only child of a bright couple and his best friend, Rise is one of his biggest influences.  Jesse and Rise grew up together.  When Rise, 17 turns to crime and joins the Counts, a local street gang and insists on bringing Jesse in with him along with their friend C.J., Jesse starts to reassess their friendship.  He sadly realizes that he and Rise are traveling down different streets; the drive-by shooting of their friend Bobby, 14 has left the neighborhood shaken.  C.J., a musical prodigy who plays piano in their church also has his sights set on a different path.  It is C.J. and Jesse, a budding young artist who is quite talented at drawing who realize they have more in common with each other.  Rise and the Counts are in for a Count-down; sadly, drive-bys claim more casualties.  The Counts were described as being on the tame end of street gangs; a warring faction called the Diablos were responsible for shooting a friend; killing a cabbie and later, some members of the Counts.  Sidney, a kind and fair police officer takes the boys under his wing.  He is respected in the neighborhood and word on the street was that he was a fair man, which he was.  When Mason, 19 an older member of the Counts was busted for homicide, it was Sidney who took Rise and Jesse to the jail (""Iron City"") to see the fate in store for their former friend.  More problems crop up in the neighborhood; Rise, seeing a chance to leave Harlem wants to call Jesse and the Counts together for a final goodbye.  Sadly, that goodbye really was the end.  This is an excellent book that reflects the city and street culture well.  The characters are fresh, cutting edge, serious and believable.  The drawings were excellent and a bonus to this book.  Jesse, an aspiring cartoonist created two West Indian charcters, a wise man and a bird.  The bird was a metaphor for Jesse and it is through this avian character that he asks questions in his drawings that Wise answers.  Myers has written many excellent books, but I think he really outdid himself with this one",0,1
332,837,837,"Angela Davis stands in my perspective as one of the most accomplished women of the postmodern era. This autobiography draws from her childhood to her young adulthood. Her account of prison life offers an unsentimental analysis of the sexual habits of women in prison. One factor that prevents me from giving this memoir a 5-star is her abandonment of her personal life as a woman. She focuses entirely on the black power movement. In closing, this memoir can offer women the strength to fight injustice but encouraging them to first empower themselves",0,1
630,1525,1525,"I was optimistic when I saw the title, but you know that old saying, ""Don't judge a book by its cover.""  The author has a FEW legitimate ideas, but any google search could come up with the same information in greater depth and better accuracy.  She condemns saving animals from shelters and actually encourages people to breed animals to increase the pet population.  She is no more a pet lover than I am a supermodel.  Her ideas are based solely on MONEY.  Even if it encourages starting a puppy mill (euphemistically referred to as a dog breeder).  Early in her book she mentions the titles of a few other books she recommends (I have chosen not to seek them out), but she says don't spend your money on them, just go to the library and check them out.  If you insist on reading this book I give you the same advice.  DO NOT BUY THIS BOOK--CHECK IT OUT FROM YOUR LOCAL LIBRARY!  Then do google searches to get more in-depth, accurate information about any of the four decent ideas she did have, or come back to amazon.com and find a more specific book that can actually be of use.  Oh, and by the way, the world is already overpopulated with unwanted pets.  Encouraging people to add to the problem is morally reprehensible",1,1
362,1366,1366,"I might have been expecting too much, but I was disappointed with this book. I did not learn anything on Dark Magick per se. The first half of the book is about a variety of subjects like, Goths, Vampires, Lost Souls, the Collective Unconscious, Dark Deities, Satanism and some other stuff. The second half is about Magick, but it sounds more like High Magick to me. Where's the Dark Magick",1,1
1066,1842,1842,"I was also disappointed with Evanovich's latest book.  If I read this book not knowing who the author was, I would have guessed it was written by her; it's amazing how many of the character's actions and spoken words are strikingly similar to the Plum series.  Agree that the Pugg character is really annoying!!  I am a huge Evanovich fan and have read most of her non-Plum books, but would have to say this is my least favorite.  Looking forward to the 13th Plum in June.",1,1
985,863,863,"This book opens our eyes. Sure, we feel that we know what we should be doing. Many times we are right in our hunches. Yet, we still do not always do what needs to be done. Instead, out of either laziness or taking the easy road, we fail because it is so easy to do so. Besides, the customer will always walk in the door. Right? As this book reminds us, the customer may never be back. It is in the insight of a professioanl like Tasca that we are reminded of wehat we may already know. Again, our implementation of these rules which he explains simply, we will achieve. Another book I encourage is ""Cars and People: How to Put the Two Together.""",0,1
647,1301,1301," This is a complex and detailed history chiefly of Cuban exiles in South Florida and the influence they have been able to wield regionally and internationally with and without the help of various U.S. administrations. In that sense, it is the story of two cities - Miami and Washington - and two peoples - Americans and Cubans.  I have an objection, though, with the stone-hard style in which this volume is so meticulously, even gorgeously at times, written. Didion strives to be so achingly academic that there is little real heart to this book and, worse, the result is a cold, humorless, colorless story that is at times an unappealing example of ideological abstractions and alphabet soup.  The author, in her conspicuously clean and parenthetical prose, apparently is so charged by the subject of her research that she has forgotten there are people on the other end - readers. It is, in that sense, a boring little disaster of a book.",1,1
444,1944,1944,"This series is a travesty. I understand the feeling of loss when you finish a beloved series, but let Laura, not MacBride, have the last word on her family's experience. So much in his books rings false: the clumsy historical allusions, the narrative voice, the potty humor . . . One of the greatest things about Laura Ingalls Wilder's work is the way her voice advances in maturity as she, the main character, grows: Big Woods is written for little girls and Happy Golden Years for young women. MacBride doesn't manage this and talks down to readers. There is a tiny thread of Laura in these books, but not enough to do more than frustrate her fans. Sampling is for rap, not fiction.",1,1
484,1731,1731,The only reason Susan McCrook wouldn't talk was she was afraid she'd end up taking an ADN (Arkansas dirt nap). Case closed,1,1
16,1192,1192,"Temperance Brennan is an American forensic anthropologist .The author is a anthropologist in real life and I feel she gave to much detail as to body parts & conditions ,& locations in the book , and in about the 3rd chapter to much time and space is wasted talking about ""Gabby "" including in detail where gabby lives and details that surround the outside of Gabbys place & How Gabby and Tempe were friends from GRad to man parts in life . Book was not for me I dropped it at the 3rd chapter .",1,1
393,1531,1531,"Let's face it--if you want to get a non-fiction self help type book published and sold today, you better have a completely original idea--or make it controversial and provacative.  I would hope that Ms. Bennetts' opinions are written for this purpose since they are so extreme.  I am a college educated stay at home mom of two small boys.  I am proud to be doing that and to be defering to my husband to support me/us financially in this mutual decision.  I feel it's a personal decision to stay home and try not to be judgemental of others, but to me there is no career worth giving up taking them and picking them up from school everyday, helping in their class, having simple chats after school, and most important being very present in their young lives.  Does that mean I'm sitting back fat, dumb and happy, expecting 100% to live the fairy tale so I can turn stupid and dependent on him for my every need?  Of course not.  Our relationship is solid, his job is as stable as one can be, we have good life insurance and a lot of it. Here's an important one--we live within our means!  We don't have two leased cars and a house we can't afford.  In addition, while I have ""given up"" my career to raise my kids full time, I have a lot of skills, drive, and no doubt that in that worst case scenario I could provide an income when and if I need to.  I CERTAINLY would hope no one would give up the opportunity to stay home because of these so called realistic fears.  Look, if you want to be a working mom by choice--knock yourself out.  But don't look for excuses to justify it to yourself and others by saying you're doing it in case of the worst.  THAT would be a bigger ""feminine"" mistake",1,1
759,1881,1881,"I am a Jew living in a college town in Mississippi for the past 5 years. I was born & raised in the North. I think Evans should rename his book ""Fiddler on the Roof in the South"". His book is a very nostalgic look back at Jewish history - as it was in the past here. It's very much: the southern Jews were all so happy, they all fit in and were accepted, etc. He does cite a few instances where they had problems - but these usually involved us 'Yankee Jews', like the instances when a few (Yankee)Rabbis in the South fought for civil rights. Evans should realize that times have REALLY CHANGED HERE! The evangelical Christians in my town (which is most people here) harrass me like crazy - 'I am praying for you!' 'Have you read the words of Jesus, who was a Jew like you?' 'When will you come to my Church'. Blah, blah, blah. Thank God for the minority of Catholics, Methodists, Presbyterians and a few others who live here. They are the only ones to accept me for the way I am, and the way I will stay - a Jew. I want all who are reading this to realize that I am only speaking for my experience. Jews who reside in cities in the South have told me that they have had far better experiences, and that they cannot relate to what I am saying. But I do want to ask Evans a few questions: 1) If things are so great for the Jews in the South: Why have you lived in New York for decades now??? 2) Why don't you at least write either a new Forward to the book, a magazine article, etc., contrasting some of the ways in which the lives of Jews in the South have changed over time (for some of us at least), primarily due to the rise of the evangelical Christians? I read Evans' books before I moved here, and nothing much he describes in his books is my life here. For a Jew who really cares about her/his religion living here is depressing; it is practically Jew-less; and, at best, the majority of a certain denomination of Christians here ignore me. (By the way, I am planning to move to a city!) By the way, don't bother writing to me to tell me that I am ""wrong"", or to invite me to things like the Bible Study at your Church. Believe me, with all the praying for me that is going on in this town, and all the myriad attempts to convert me, if it hasn't happened by now, as they say in these parts, it just ain't gonna happen",1,1
438,1517,1517,"Great book, of course, but for this edition Oxford used a computer to justify the  type. On every other line you encounter three or four spaces   where there should be  only one. It may not bother most readers, but I'm looking for another    publisher's edition",1,1
