,Unnamed: 0.1,Unnamed: 0,sentence,score,label
261,2860,2860,"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?",1.808539567,True
348,3821,3821,"Hey, doesn't look like anyone at <url> are concerned about our move proposition? Could you close the request, and move the article back to <url>?",0.3071086676,True
422,3314,3314,"I have been watching the vote page, but I did not even see your proposal. What were you suggesting?",0.06131409088,True
650,2996,2996,I've been saying it has to win that award for a few weeks :) I'd be very shocked if it didn't win. Who hands out that particular award?,0.4853196368,True
148,3041,3041,"Ok, I will create. You will help to expand it?",0.5539001261,True
769,924,924,Thank you very much for your kind comments but I don't recall if or when I made these contributions. Are you sure it was me?,1.47009531,True
285,1964,1964,"I noticed you made many edits to India-related articles, and I was just wondering if you were Indian? If you are, where do you live?",0.2161486171,True
353,139,139,"Don't worry, I'm not going to give the new right out to people who'll abuse it. :) Where's the new policy page?",0.1189981942,True
727,2463,2463,"Hi Zaps, thanks for adding a source to the timetable as a reference for the destinations served. But how do you know that Sharjah and Istanbul are operated as charter flights?",0.5094893826,True
889,1014,1014,"Hi Acad - the above has led me to two native Danish speakers on the English wiki - <url> and Saddhiyama--<url> - the first is "" very active on naval articles."" and has just translated HMS Falcon (1802) for Danish Wiki<url>. Thoughts?",0.3489522008,True
556,2596,2596,"I want to send you a private message, but you don't have an e-mail address registered with your Wikipedia account. How could I contact you?",0.7375157131,True
1040,2805,2805,"I noticed that (although it's striked through now), you considered opposing <url>'s adminship bid on the grounds that they suffer from auditory hallucinations. For future consideration, may I point you <url>?",0.1833319762,True
601,2612,2612,"I could take a peek, at least. What problems are you having?",0.8536140389,True
384,704,704,Use of the word apartheid to describe the government of Bahrain is now so frequent and coming form people of such stature <url> that I believe it ought to be a free-standing page. Will you have a look at it if I put it up?,0.4665009174,True
255,3012,3012,"Well, as you Matt57, my standards for OR a bit strict, as the recent discussion on the policy's talk page shows. Secondly, do you not find it interesting that Arrow only removes Muhammad (who is sourced), but does not remove Archimedes who is unsourced?",0.08934192862,True
690,1105,1105,"Over at <url> you've changed my request for protection on <url> to a request for unprotection. Is there a reason for that, since the page has yet to be protected?",0.4890346064999999,True
891,472,472,P.S. Did you see the interesting bit of Oregon politics COI today?,0.1663269919,True
204,2851,2851,"Thanks, I've PNG-ised these, and they look quite a lot better (to me, anyway!) &mdash; ""cbc decryption.png"" was missing; I don't suppose that's easily available, for completeness?",0.2905360937,True
600,1003,1003,I will readily grant that. But where was the urgent reason not to follow it in any of the above cases?,0.6402883521,True
387,2772,2772,"Yeah, but that suggests that pounds alone aren't included. Also, what would be the corresponding names for the other two templates?",0.3547550169,True
1054,1775,1775,Great job. Will it be done by next week?,0.9649159176,True
841,714,714,Is it referring to a different bank of a similar name? What source is it from?,0.2469553131,True
572,2609,2609,"btw, do you think we should mention the effect right off the bat of the descripition(seeing as ""effect"" is listed right above it???",0.316866961,True
584,144,144,Replace the 100px with the size you're looking for. Did this help?,0.7140756320999999,True
180,3490,3490,I've been talking to Bill Oakley on Twitter and he's going to direct message me a few minor changes to his article. Do you have any suggestions for how that could be acceptable as a source?,0.8631281939,True
817,2093,2093,"I guess I must have misunderstood, sorry for that. Exactly what do you mean by having my promise to not use the tools for a year enforced by a bureaucrat?",0.1294850810999999,True
460,707,707,Hope you had a good trip. Are you able to take a further look now?,0.7798349735,True
665,2908,2908,I have proposed the merge for you at these pages: <url>/<url>. Is that what you wanted?,0.6518943731,True
449,3811,3811,The navigation popups will not appear on certain pages in the Wikipedia namespace. Is this a bug?,0.0246458079999999,True
173,3841,3841,I think it's time we considered a perma-block on the IP in question. Comments?,0.8928471218999999,True
298,1594,1594,"xD if you say so! By the way, what's your favorite game ever?",0.7005244004000001,True
927,2173,2173,"Thanks for the alert. By the way, how's Granny doing?",1.257772788,True
771,526,526,I deleted the redirects <url> and <url> that were a result of the page moves. Is that all you needed?,0.0758046656,True
489,1720,1720,"Hi, Leandrod - my computer is slow, and your last two edits were made on top of vandalism that needed to be reverted - I can't tell if I reverted legit changes by you or not? If I did, I'm sorry, can you have a look?",0.7579404559,True
1075,1246,1246,"Hello, I and a few others have made many edits to <url>. Do you have any more comments and can you be persuaded to change your vote?",0.2354684463,True
244,881,881,"I just reverted your addition of a fossil range template to <url>, because with only an arrow at the very right it didn't seem to add much useful information. Perhaps we could make a separate template to show only the Cenozoic or so, which would allow us to show more detail in these fossil ranges?",0.3545715162,True
745,562,562,This IP address <url> has taken it upon himself to start removing stuff with fact tags on it. Is that appropriate?,0.2280181241,True
135,3475,3475,Thank you for taking the time to dig up the references. Are you planning on integrating them into the article sometime soon?,1.5899746030000002,True
399,2554,2554,"Notwithstanding the caption, my understanding is that because of the time since the first publication of the photo, the copyright has expired and Iu2019m free scan the figure and upload the image to Wikipedia. Is this correct?",0.2422539971,True
831,358,358,"Hi WeHope. Another small issue at the DYK nom page, could you take a look?",0.3609764695,True
672,2886,2886,This one seems useful. Should we not turn those redlinks blue?,0.2258691219,True
675,1754,1754,"After having collected some users willing to come, I created <url> subpage. Would you be so kind and add your ideas?",1.231327902,True
186,441,441,"Good day, sorry to bother you. Is the 2:00 am news brief called eyewitness news everynite, and if it is do they play move closer to your world?",0.6598028334,True
660,1728,1728,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?",1.25822016,True
564,2289,2289,"I'm sorry, but I don't see the edit if you're referring to the <url> article. Are you referring to something else?",0.8969272414,True
257,844,844,"Hi Mecu, I've been asked by a user (a photographer) how they could add there pictures with limited copyright, for instance, there more than happy to upload them for use within wikipedia, but just don't want to release it completely free from copyright. Would a fair use tag be appropriate?",0.9457394171,True
620,2526,2526,Thanks--can you add the romanization of the Arabic at <url> too? Is it ''jibna baladi''?,1.297724289,True
192,2270,2270,Can I help update this bank or does it not need any updating??,0.1452814547,True
208,1127,1127,"I couldn't help but notice on your userpage templates for Clive Barker, Child's Play and so on to place on pages related to those subjects. I've never known how to create them, so could you help?",0.0492964775,True
658,1866,1866,I can assist you with your sockpuppet report against him. :) Will you like me to just fill it out for you?,1.573441941,True
921,2770,2770,"Referring to the Nomination for Deletion <url>, you suggest that Bill4Time be ""mentioned"" under List of Legal Software. Would that enable the Bill4Time Wikipedia page to still exist?",0.02541164262,True
962,601,601,Still thinking. What do you suggest?,0.359344731,True
759,2041,2041,"Ok, many thanks for that. I'm not sure how reliable that 2nd group are - it has <url> but what about all his dinner-guests?",0.7313712241,True
726,3603,3603,I have started to fix it. Can you help?,0.9184649343,True
313,2384,2384,I'm afraid I don't know what you mean Arcayne. What comment?,0.5151988632,True
419,1455,1455,"Sure, show me the glossary of terms link. Also should the link be at the bottom vs the top, or perhaps not at all and instead be something linked-to from the main article of <url> ?",0.0850957721,True
124,1992,1992,Hey Kumioko! I have a quick question - do you do photo requests in NOVA and/or DC?,0.4452170260999999,True
117,3229,3229,"Hi Khoikhoi - I see you deleted a previous incarnation of a pan-Arabism article which seems to be resurfacing under variant names, and is now at <url>. This doesn't read to me like an encyclopedia article - do you have any thoughts on whether/under what criterion it should be deleted?",0.7036540009000001,True
802,1697,1697,Good edit on Deuteronomy. I had no idea you took an interest in OT scholarship - not a bit dry after General Macdonald?,0.2972951341,True
699,313,313,I've now supplied a free image on <url> (thanks for motivating me to do so!). Could you perhaps consider your reassessment of the article?,0.4967070874,True
252,413,413,"lol thanks. so, australia, huh?",0.6147370328,True
487,3263,3263,I think the <url> would be more precise and accurate as <url>. What sayest thou?,0.3019700407,True
741,2369,2369,"At <url>, you've added from Bacon a line saying that the addition of 3 minor judges to the list of major judges brings the total to 12. But the numbers don't work out - not in the list in the article, anyway. I don't want to revert your good-faith (and referenced) edit, but could you go back to your source and see if you can fix this?",0.5183628099,True
21,637,637,XD Yes I am. What is your username?,0.4707138315,True
483,3461,3461,Thanks for pointing that out. Do you suppose we should move or copy these image requests to the MilHist task forces too?,0.3367042003,True
567,3008,3008,Thanks! To be absolutely fair his earlier edits to Rumble Fighter seemed serious; maybe he left the pc untended?,0.7678518436,True
96,797,797,"Sounds good then. In this case, would it be wise to simply remove the ""influence"" field since it simply overlaps with ""subjects""?",0.7732174495999999,True
191,2017,2017,I saw you work alot with medal of honor articles and I wanted to ask. If you think that <url> article is close to GA?,0.5832651173,True
147,2415,2415,That sounds like it may be an improvement. What are those six articles?,0.3165793389,True
786,147,147,I still can't remember how I got into this. I remember there was an argument on the GameCube page but then there was nothing for a week or two....It hasn't been that long has it?,0.3202149166,True
1042,2752,2752,"Well done on adding references, I've expanded intro to cover whole article but what i've added needs to be tightened a little. Looks close to GA, were you going to nominate soon or planning to take to FAC?",0.5075290879,True
823,722,722,"These are getting tagged as orphans and stubs. Are they SIAs, do you think?",0.2507648958,True
806,3668,3668,"Thanks, but I am now having trouble finding it. Any suggestions?",0.6633157325,True
539,3801,3801,"In addition, I wonder what Encyclopedist is up to now - he claims that he has gained adminship under another account while simutaneously vandalizing using other socks. Should we attempt to seek out his other accounts and have them blocked and/or desysopped?",0.02347704711,True
1049,1086,1086,Thanks for your help on <url>. Any advice on edits we should make to get it up the quality scale?,0.6296951563000001,True
755,3671,3671,Oh dear. Does that mean it's too difficult a read for Wiki?,0.2727297063,True
75,1915,1915,Congrats! I thought you were going to be away today?,1.185104405,True
610,199,199,"Sure thing, and thank you for noticing! Is the colour better now?",1.6553323,True
996,3324,3324,"Sure. I have to warn you, though, the file size advantage has pretty much been lost since SVG font rendering went the way of the dinosaurs :) Do you make a point of having the border, or can I leave it out?",0.91265226,True
350,2639,2639,Don't worry I understand. Using igloo I assume?,1.173614685,True
936,38,38,"Nijdam, you quite rightly say, 'Every event that has occurred is a condition'. But many events have occurred, a door has been opened, a goat has been revealed, the host has spoken several words, how do you decide which of these events to condition on?",0.0783733885399999,True
491,1957,1957,"hahah, thanks! Must admit, when I saw the title of this section I was thinking ""oh lord, another what-is-the-wiki-coming-to comment.."" :p. How goes?",0.7552095714,True
112,2101,2101,"Just an FYI, I replied at FPOC. How many lists would you prefer?",0.6657731217,True
944,3045,3045,"I was looking for some help with editing portals, I've read up on some stuff but still don't quite understand. Do you think you could help me?",1.296805455,True
1051,1190,1190,Thank you. So what did I do to earn the tea?,1.182446104,True
725,3391,3391,I've heard about the controversy. What's your take on it?,0.1935326566,True
925,2586,2586,"Furthermore, I've heard something about ''FE'' trading cards. I know that you know more about it than me, so maybe you could write a small passage about it in the ""media"" (can be renamed) and then I can reference it?",0.5184595821,True
1026,2670,2670,Hi again - it looks like the same user is editing out all the information about Destiny being self-centred again. Is there some way we can stop this user from making these edits?,0.6361237183,True
232,1977,1977,"Hi, thanks for moving three of the Brussels municipalities. Could you move <url> to <url> as well?",1.538699433,True
594,467,467,I think I'm going to use Treehouse of Horror for Halloween (Scorpion asked me in IRC for that date). How about October 30 or Nov 1 instead?,0.4777812863,True
497,225,225,It is being suggested on <url> that the recent round of editing of <url> in which you were involved amounted to no more than sanitisation. Perhaps you could advise?,0.1135262453,True
2,2559,2559,An IP is complaining that I'm violating policy by removing unlinked nonnotable band members from the notable natives and residents section of <url>. Can you help me please?,1.030511412,True
306,868,868,"Greetings, and thank you for your cogent remarks at <url>. Would you be interested in voting in the straw poll <url> as well?",1.175278951,True
52,811,811,Sure. A redirect how though?,0.2588889187,True
282,1913,1913,"Just letting you know (since you have mentioned AFDing <url>) that weu2019ve gone to some effort to establish notability with <url>, and have added three reliable, notable, third-party sources to the article. Do you feel these sources establish <url> as being notable (<url> and all that)?",0.5470276897999999,True
677,2761,2761,"Hey there, just curious if the changes made to the GA Nomination for Dan Brouthers were sufficient for pass. If not ready for pass, anything else I can do to expedite the process?",1.225359538,True
995,371,371,I saw your last edit to <url>. Do you want to have this page deleted?,0.0599911426299999,True
1013,3039,3039,"Hi Deb, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",1.019052846,True
249,462,462,No worries. Can you take another look at the nom?,0.7124294935,True
402,154,154,I have just reported a high level of Vandalism at the page <url>. Is it possible to impose a temporary protection to the page?,0.3409899078,True
233,820,820,"And in the future, I should just add to this topic, or should I create a new one at the bottom? Aslo, can I contact you by editing my talk page?",0.4730776917,True
259,3241,3241,"Hi, I noticed that you've pointed out an accuracy in the restoration of <url> used in the article. I've just started up a review page for paleoart here, and started a section for that image: <url> Would you mind commenting on it so it can be fixed?",1.170661209,True
439,1692,1692,Noticed your nice ''<url>'' photograph. Perhaps you were on the Siruvani bird survey ?,0.3324228846,True
469,1571,1571,Replied on my talk page. Maybe move the conversation somewhere else if specific issues need further discussion?,0.07003452501,True
537,898,898,"On your Citation templates subpage you have the statement ""CS1 and CS2 both use <person> as a meta-template and are variants of APA style."" In the past I have had experienced editors tell me this, but none of them could point to any documentation or contemporaneous discussion to verify this statement. Can you point me to any confirmation of this statement?",0.7661554861,True
99,2159,2159,"That's my understanding as well. So what I'm wondering is, how did you choose where to draw the lines on the map, if there haven't been any agreements?",0.1861055361,True
102,2261,2261,"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",1.025409933,True
1009,3076,3076,"I see you deleted the Shayla LaVeaux article, citing copyright problems. I'd like to see if I can't clean it up... is there any way I can see the deleted article?",0.8961109783,True
216,322,322,"I actually went to the long term abuse page right now, and tried to block them, but it seems that those accounts don't exist. Have they been listed incorrectly?",0.5962879224000001,True
432,2067,2067,"I'm not too familiar with the google hits thing. What does it mean when a site has this ""136k""?",0.2536311237999999,True
1006,2155,2155,"Hi, Google found your start at a Bayt Nuba article. Do you want help?",0.7895566501000001,True
1007,2857,2857,"Great! Do you use IRC at all, or do you stay on-wiki?",0.5143993149,True
835,934,934,"<person> I've moved contents of <url> to <url>, but keeping intial desciption of this specific disorder. It leaves though <url> looking very bare - can you word it up using teh eMedicine and DermNZ links already provided ?",0.130774012,True
668,1472,1472,"The <url> has a request (header ""<url>"") left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?",0.5501451892,True
356,1885,1885,I think that's a good solution. Should we give it a try?,1.503499841,True
722,1788,1788,"Yes, well, that will take someone time to sit down and write the essay/guideline. Is it best to start there, or write a draft in user space or a subpage of <url> first?",0.05467113345,True
607,2782,2782,It would be even funnier if you did attend the rally but weren't the giant tea bag guy I added to your user page. Did you?,0.08384840476,True
517,415,415,"Excellent, thanks! I wonder if it's worth temporarily uploading a cropped image for the main page, as 100x100 is really very small?",1.090294025,True
617,809,809,Good find. Do you have a cite for the second para?,0.6799067540000001,True
589,1696,1696,"Hi, hopefully I will have the <url> ''wonderful-joy-of-a-job'' task done by tomorrow so will be able to join you with the infobox-adding task thereafter. Do you have a method, or is it just A &ndash; Z?",0.8313548071,True
1067,3122,3122,"Hey, when do we add games for the EHF Champion League and the Basketball EuroLeague into the portal? And NFL every week?",0.01521147841,True
740,5,5,"Another question: Does ""Senn"" exist in Japanese? If it does, is it possible to render Sennin as Senn-in?",0.3152275497,True
774,2716,2716,I think we're not going to convince each other today. Thank you for the enjoyable debate :) Should we just agree to disagree for now?,1.064445131,True
737,2221,2221,Yes I can. Is it an alternate account?,0.5756883013,True
141,888,888,"02:33, 25 February 2008 24.47.208.127 (Talk) (58,755 bytes) (u2192Suicide: added external link to Marlborough Gallery (Marlborough Fine Art)) (undo)-------is this the place for a link to this gallery site? I don't know yet how to think on such matters--will you have a look?",0.06484293241,True
47,1899,1899,"You left some comments at <url>, specifically about referencing. I've added some references to the sections you outlined and was wondering if it addressed your concerns enough for you to give the article your support?",0.4490681806,True
62,3508,3508,Sounds good. Could you drop Fritzpoll a note?,0.6550275021,True
83,116,116,"Thanks for offer of help on IRC - terminology completely baffling to me (not helped by freenode instructions written as if translated through several languages into final english) - just which channel are admins supposed to log into, and how does one register when it seems by invitation only. Finally what on earth is a cloak ?",1.039268612,True
940,956,956,"Yes, but not for long. How are you?",0.6632907036,True
686,904,904,"Apologies, I was busy prod'ding this article when you speedily deleted it, so I inadvertently re-created it. Can you delete it again, please?",1.797996439,True
957,1891,1891,Good idea.... Perhaps though you could also make a list of kings on that page??,0.5279155599,True
553,815,815,It needs to be redirected anyone can do that. Is there any information that is in the article that is not in <url>?,0.0899387623499999,True
1093,420,420,"I just traced an IP you just blocked for six months, <url>, and it is a school IP. Is this block an anonymous only block, or is it a full block?",0.004207279861,True
94,2891,2891,These two factors make me think that Indian ice-cream is a better name for the article than sxusem. What are your thoughts on this?,0.8464994059000001,True
625,2514,2514,Thanks for your assistance in the review of the Brian Keith review at the DYK! The user has cited the Internet Movie Database before?,1.226522263,True
276,1116,1116,"The standard would be <person> (as we discussed at some length at the proposals page), to avoid the clumsy double plural. Any objection if I change it back?",0.1969402382,True
185,715,715,"Is the caption ""Steelhead trout has been said to exist in Aliso Creek..."" grammatically correct? Should it be ""have been"", referring to the trout as a group?",0.1817106539,True
398,2245,2245,"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",1.305236801,True
1005,1631,1631,Is it in order to boot him from a wikiproject etc.?,0.2259334867,True
964,3348,3348,I've made a start to putting the list in chart form at <url>. Can you think of any other columns to add?,0.9716449721,True
329,1026,1026,"Hi there again, just reminding you that the review must be archived over at WP:Biography as well, not only marked as such in the article Talk page. Do you think Markus's last concern was addressed to his satisfaction?",0.3301589598,True
862,680,680,"Unfortunately, I'm still worried this may not be enough to avoid arguments. <url> says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?",0.3145240368,True
915,3360,3360,"Hi Cmadler, I've written a new ALT hook at the <person> that I think addresses your concerns. Could you sign off on the nomination?",0.7590874854,True
828,289,289,"Then I think that we need to be a little poetic, rather than the rather prosaic ""qualities associated with his weapons"". What about something like ""the magical properties attributed to his weapons""?",0.5039899522,True
913,2401,2401,"Thanks for helping to source alternative names...helps quash everyone including his/her favorite. I don't have that ref handy--does ""unofficial"" mean ""lots of people call it that but WMATA doesn't"", or ""it's often called that as a nickname even in WMATA or other formal documents""?",1.283156811,True
872,3662,3662,Where did you get the tracklist for the album? Can you please drop me a messafe with the link?,1.318247951,True
428,3666,3666,"You said that the Category: ""Songs Performed on 'Make Your Own Kind Of Music'"" might be deleted. Could you explain your reasoning?",0.04565289798,True
680,387,387,"You've amended the xdf article to say that it's not unique in having no upper case, but you've mysteriously referred to the <url> article, which seems to have to do with Ghanaian mythology. Could you explain, please?",0.2183910877,True
751,3199,3199,"Hey, I reverted your edits on recognition because the statements were already relayed in footnotes, which I hadn't realised when you brought it up on the talk page. Did you want to move the statements to the main text?",0.5240573155,True
858,1019,1019,I was thinking more of making the line longer so that the team's name can fit on it. Is that doable?,0.6444336386999999,True
721,3021,3021,"Another thing, I been working on trying to improve the SVG graphics at the Commons. Except for the white color background, does everything else at <url> look decent?",0.3790965379,True
53,3000,3000,"I think I updated the pharmacology project banner to put C-class articles into the appropriate category (previously, it was putting them into the unassessed class. If you want to double-check, that would be great; I think it may take a little while for it to update the articles?",0.8096869823999999,True
395,2729,2729,"Currently, <url> is a subcategory of <url>. What would you suggest doing about this?",1.018649402,True
986,1789,1789,"<url> finally got created, but I'm wondering whether it should be merged with <url>. Can it be expanded?",0.1271608432,True
388,2984,2984,Nice continued work on the expressway articles. Is it possible to have some maps or schematic diagrams showing the location or routes of the expressways?,0.910271841,True
283,612,612,Thanks for letting me know. btw on that page I found <person> but before adding that to the list I was wondering if the templatelist on the project should go so deep into detail or if it just stay Germany wide?,0.5231105954999999,True
250,1425,1425,<url> reminded me of a report I want to file about Asad. May I?,0.840569177,True
190,3044,3044,"Hi, you recently speedily deleted this image and in your explanation stated that I, the uploader, was informed of this. I was not - please could you tell me why not?",0.7180959466,True
467,1264,1264,"One deleteable article at a time, please. This is a <url> G4; do you agree, and if not, why not?",0.2654012379,True
724,554,554,"Hi Taivo, I'm beginning to have my suspicions that Fellowscientist might be you-know-who from past debates. Am I being paranoid?",0.3447785977,True
746,1922,1922,"<person> - sorry about that, those situations are confusing. Maybe Twinkle uses, or behaves like, rollback?",0.6041385671,True
67,3816,3816,"What exactly are the rules on this page? Can stuff be added without discussion and ""consensus""?",0.0693204313799999,True
281,2003,2003,"Yes that was my question, thanks. As an aside, is it typical to split up the previous post (and i think you split up mine) to better answer questions and such on a topic by topic basis?",0.2653406679,True
6,2214,2214,I will endeavour to be (cant think of antonyms) non-combative and kind. Will you give me a particular example of what I wrote and what I should have written?,0.3923480571,True
314,977,977,Thanks for your comment. What was done wrong in listing the image for deletion?,1.306323559,True
846,748,748,I think I may have found a solution on the Immaculate Conception article. The deadline is October 11th?,0.2180713421,True
107,775,775,"Thanks for the quick response. Would you have any suggestions on editors who would be interested in this field, or who might have experience with FA reviews?",1.121399416,True
643,2816,2816,"If I am allowed to squeak in, maybe there should be some discussion at <url> where the editors would express their opinions on the matter, with the dates staying for the time as they were before this started, that is, BC/AD. No?",0.1090562036,True
837,3644,3644,I'm gonna go ahead and do it. Thoughts before I proceed?,0.1323077445,True
229,1258,1258,"Thanks for the reminder, not forgotten. Any opinion, comments?",0.4331026231,True
804,2718,2718,You're right that few users are as plugged-in to these developments as we are. Maybe I could provide a handful of links as examples?,0.2186263382999999,True
1080,3086,3086,"I'm curious, have you had a chance to look through <url> for anything relevant to the CRU articles? Weren't the ""Amazongate"" claims (and their subsequent retractions by News Corporation-owned ''The Times'' and ''The Sunday Times'') connected to the CRU coverage?",0.1658502952,True
189,1040,1040,You haven't contributed in over 10 days now. You alright?,0.2705112725,True
512,885,885,"Great Article RaveenS, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",1.004494181,True
783,3581,3581,"I'm leaving <url> to Karanacs because I'm too close to the topic in bad ways. I'm uncertain whether images are clear, so please drop a note on the FAC before Karanacs goes through on Tuesday?",0.2387766747,True
938,1612,1612,I was just about to point that out. Is that permitted?,0.2298954761,True
322,3650,3650,"I've tweaked it further: It's now accurate, to within my ability to describe a complicated subject, but rather too complicated. Can we simplify it without losing precision, or, alternately, put something before the precise definition that's a bit easier to understand?",0.7181992618,True
541,1857,1857,"Nice work, that explains it quite clearly! Any idea who came up with the scheme?",1.354457167,True
184,493,493,"Does anything populate <url>? What is this category for, precisely?",0.0757639281399999,True
523,3196,3196,"Mattisse hun, you haven't been on wiki for a couple of weeks. Are you ok?",1.431777525,True
30,2519,2519,"Thank you for getting to all those WikiProject Canada assessements so quickly! Question, is it ''useful'' what I'm doing, adding the template even to what I know will be relative low importance articles?",1.591172975,True
812,1228,1228,"Useful image indeed. Do you happen to have a source to add to the powergrid image, so we can use it in the articles as a verified thing?",0.2533175486,True
116,845,845,"Greetings, sorry to bother you here... I have been using the MissingTopics tool for years, to generate <url> The last time I used it successfully was Nov 16. Something must have changed in the algorhythms since then, because it will no longer read any page starting with an Amharic character... Is it broke?",1.44028371,True
174,3185,3185,"Thanks very much indeed! :-) I don't suppose you'd fancy having a deadlink trawl over at <url>, would you?",0.8108465726999999,True
591,3250,3250,I haven't tagged/assessed anything in quite some time. Which article are you referring to?,0.3414258496,True
622,1057,1057,"Now as a sign of good faith on my part, I choose to recuse my ""overturn"" decision on the HHO deletion review. What is the proper wikipedia procedure for this?",0.3235992078,True
87,1170,1170,I was wondering if you'd like me to make your userboxes (on your userpage) line up horizontally (in columns of 3) rather than vertically. Interested?,1.1772536059999998,True
526,2979,2979,I don't see you around much these days. Busy with non wiki life?,0.6879412442,True
748,3501,3501,http://en.wikipedia.org/wiki/User:Mheart did the copyedit for the Japanese flag article and it was completed today. Is there anything else other than a copyedit that you need for this article?,0.6630095415999999,True
743,1590,1590,"Hope that you don't mind, I modified your comment in the Craig intro, using a nice new template that I found. Check it out: what do you think?",1.425578763,True
367,3402,3402,"Jason, how do you view your phone call to tlc's father&pastor in the light of the Biblical conflict resolution process? And in the light of the Wikipedian conflict resolution process?",0.6010552408,True
492,1484,1484,"No problem, but since I don't know anything about cold fusion, I've had to go by the description. (I've left out the thermistor and heater to keep the diagram simple, I can put them in if you think them important) Is the diagram ok I do you think it needs any changes?",0.9619580669,True
853,565,565,"Did make me smile....a dreamtime legend of a tiger in WA of all places. Seems a long way to walk, even when there was a land bridge ?",0.4222374661999999,True
226,3659,3659,"Not offended - let's talk about it. Doesn't ""Avatar"" refer to the series as well as the character?",0.5140510755,True
633,1025,1025,"Hey there. Do you mind if the Wells and Mendip Museum DYK you nominated ends up in the list of DYKs <url>, or would you rather it run sooner?",0.355429986,True
7,2317,2317,"I'd rather not discuss matters by email, if it's avoidable. Is this a confidential issue that cannot be discussed on talk pages?",0.1670153945,True
243,2855,2855,"In the ACR for <url>, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?",0.6917779501000001,True
1016,3492,3492,Thank you for closing out this debate. Can you please restore the history for GFDL purposes?,1.723452496,True
503,1250,1250,"Hello Muhandes - just wanted to let you know I've changed this template, <url>. It looked like your last edit was a mistake?",0.1631628918,True
363,1814,1814,Hmm... I'm new here at Wikipedia and your explanation is a little cloudy...Should I delink the references website?,0.4745669435,True
136,1802,1802,"Thanks for responding, at any rate. <smile> Protocol question, as I'm new here: If a discussion is unproductive, should one just delete it?",0.9215840947,True
420,2455,2455,"Would you be okay if I seconded your nomination? Or would you prefer me to add as a ""support""?",0.8216650620999999,True
